"id","date","text","codes","definitions","sections"
"9555640","2017-01-31","1. An inkjet printhead comprising a plurality of inkjet nozzles that receive nozzle activation signals based on a firing pattern, the firing pattern determined based on a calculated pigment concentration of ink ejected by the inkjet printhead.","B41J ","B41J:TYPEWRITERS; SELECTIVE PRINTING MECHANISMS, i.e. MECHANISMS PRINTING OTHERWISE THAN FROM A FORME; CORRECTION OF TYPOGRAPHICAL ERRORS
;","B"
"8825174","2014-09-02","1. A method for applying therapeutic electric antioxidant microcurrent through clothing to human skin of a living person comprising the steps of: interweaving conductive fiber wiring into clothing which may include conductive silver-impregnated nylon fibers woven into a small patch on a skinside of the clothing thus constructing one or more conductive electrodes; contacting the human skin with at least two of the conductive electrodes; locating an electronic power-circuit module between a self-contained microcurrent power source and the conductive electrodes, each imbedded in the clothing; connecting the conductive fiber wiring to the microcurrent power source, the electronic power-circuit module and to the conductive electrodes; and applying a direct, pulsed or alternating microcurrent to particular acupuncture points on the human skin through the conductive fiber wiring and the electronic power-circuit module connected to the conductive electrodes for the therapeutic purpose of conducting electric antioxidants to the human skin.","A61N ","A61N:ELECTROTHERAPY; MAGNETOTHERAPY; RADIATION THERAPY; ULTRASOUND THERAPY (measurement of bioelectric currents A61B; surgical instruments, devices or methods for transferring non-mechanical forms of energy to or from the body A61B18/00; anaesthetic apparatus in general A61M; incandescent lamps H01K; infrared radiators for heating H05B)
;","A"
"9068670","2015-06-30","1. A valve comprising: a valve body having a first part and a second part which are arranged to clamp a portion of a wall of an inflatable structure between the first part and the second part thereby securing the valve to the inflatable structure, the first part comprising an inlet and an outlet; a valve member moveable in a linear direction with respect to the valve body between a closed condition in which flow between the inlet and the outlet is restricted and an open condition; and an actuator coupled to the valve member such that the valve member is constrained to rotate with the actuator and is movable in the linear direction with respect to the actuator, wherein the valve is configured such that rotation of the actuator causes the valve member to move in the linear direction with respect to both the actuator and the valve body between the closed condition and the open condition, and wherein the second part of the valve body supports the actuator for rotation with respect to the valve body, the valve member being arranged with respect to the actuator and the second part of the valve body such that the position of the valve member in the linear direction with respect to the first part of the valve body is maintained when different thicknesses of wall of an inflatable structure are clamped between the first part and the second part of the valve body.","F16K Y10T ","F16K:VALVES; TAPS; COCKS; ACTUATING-FLOATS; DEVICES FOR VENTING OR AERATING {(devices for emptying and evacuating the excess liquid in valves or conduits F16L55/07)}
;Y10T:TECHNICAL SUBJECTS COVERED BY FORMER US CLASSIFICATION
;","F Y"
"8696698","2014-04-15","1. An endovascular valve device for reducing reflux of an infusate having an embolic agent in a vessel during a therapy procedure, comprising: a) a delivery catheter having a distal end, an outer diameter, and a lumen defining an inner diameter; and b) a valve in combination with said delivery catheter, said valve including, i) a plurality of elongate first filaments in a braid, each of said first filaments having a diameter of 0.025 mm to 0.127 mm, said first filaments having a proximal end, a distal end, and a length extending therebetween, said proximal ends secured relative to each other such that a central opening is provided between said secured proximal ends, said first filaments along said lengths distal of said proximal ends not bonded to each other such that said first filaments are movable relative to each other, said distal ends of said first filaments fully collapsible relative to each other into an undeployed state, and expandable from said undeployed state into a radially-expanded deployed state by a spring bias of said first filaments, said valve in said deployed state having an opening in fluid communication with said lumen of said delivery catheter for delivery of the infusate from said delivery catheter to the vessel, wherein in said deployed state said first filaments cross one another at an angle of 100° to 150°, and said first filaments have a Young's modulus of elasticity greater than 100 MPa; and ii) a filter comprising a polymeric coating on said braided first filaments between said proximal and distal ends of said first filaments, said filter defining a pore size not exceeding 500 μm, wherein said valve expands from said undeployed state to said deployed state in less than one second in an at-rest fluid having a viscosity of 3.2 cP, and wherein once said valve is in said deployed state in the vessel, said valve is dynamically movable between an expanded valve-open configuration and a collapsed valve-closed configuration depending on a local fluid pressure about said valve, when the fluid pressure is higher on a proximal side of said valve, said valve is in said valve-closed configuration in which said distal end of said valve assumes a first diameter smaller than the diameter of the vessel such that fluid flow about the said valve and said filter is permitted, and when said fluid pressure is higher on a distal side of said valve, said valve is in said valve-open configuration in which said distal end of said valve assumes a second diameter relatively larger than said first diameter, and in which said valve contacts the vessel wall and said pore size of said filter renders said filter impermeable to the embolic agent of the infusate such that the valve is thereby adapted to reduce reflux, and wherein said coating of said filter onto said first filaments of said valve constrains said filter to change shape and move with said valve between said valve-open and valve-closed configurations as fluid pressure conditions about said valve change.","A61F A61M ","A61F:FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO, OR PREVENTING COLLAPSING OF, TUBULAR STRUCTURES OF THE BODY, e.g. STENTS; ORTHOPAEDIC, NURSING OR CONTRACEPTIVE DEVICES; FOMENTATION; TREATMENT OR PROTECTION OF EYES OR EARS; BANDAGES, DRESSINGS OR ABSORBENT PADS; FIRST-AID KITS (dental prosthetics A61C)
;A61M:DEVICES FOR INTRODUCING MEDIA INTO, OR ONTO, THE BODY (introducing media into or onto the bodies of animals A61D7/00; means for inserting tampons A61F13/26; devices for administering food or medicines orally A61J; containers for collecting, storing or administering blood or medical fluids A61J1/05); DEVICES FOR TRANSDUCING BODY MEDIA OR FOR TAKING MEDIA FROM THE BODY (surgery A61B; chemical aspects of surgical articles A61L); DEVICES FOR PRODUCING OR ENDING SLEEP OR STUPOR {(Electrotherapy, e.g. producing anaesthesia by the use of alternating or intermittent currents A61N1/36021)}
;","A"
"9039565","2015-05-26","1. A transmission comprising: an input member; an output member; first, second, third and fourth planetary gear sets each having first, second and third members, and wherein the input member is directly connected to one of the first, second and third members of one of the first, second, third and fourth planetary gear sets and the output member is directly connected to another one of the first, second and third members of another one of the first, second, third and fourth planetary gear sets; a first interconnecting member continuously interconnecting the first member of the first planetary gear set with the first member of the second planetary gear set; a second interconnecting member continuously interconnecting the second member of the first planetary gear set with the third member of the fourth planetary gear set; a third interconnecting member continuously interconnecting the third member of the second planetary gear set with the third member of the third planetary gear set; a fourth interconnecting member continuously interconnecting the first member of the third planetary gear set with the first member of the fourth planetary gear set; six torque transmitting mechanisms wherein four of the six torque transmitting mechanisms are each selectively engageable to interconnect at least one of the first, second and third members with at least one other of the first, second, third members and wherein two of the six torque transmitting mechanisms are each selectively engageable to interconnect at least one of the first, second and third members with a stationary member, and wherein the six torque transmitting mechanisms are selectively engageable in combinations of at least three to establish a plurality of forward speed ratios and at least one reverse speed ratio between the input member and the output member and a first of the six torque transmitting mechanisms is selectively engageable to interconnect the second member of the first planetary gear set and the third member of the fourth planetary gear set with the third member of the second planetary gear set and the third member of the third planetary gear set.","F16H ","F16H:GEARING
;","F"
"8352122","2013-01-08","1. An engine control apparatus comprising: an acceleration detecting means for detecting an acceleration component of gravity acceleration in a predetermined direction of a vehicle; a jump judging means for judging whether the vehicle has jumped and is in the air or not on the basis of the acceleration component detected by the acceleration detecting means; and a rotation number rise suppression processing means for suppressing a rise in rotation number of an engine when the jump judging means judges that the vehicle has jumped and is in the air.","B62K F02B F02D F02P Y02T ","B62K:CYCLES; CYCLE FRAMES; CYCLE STEERING DEVICES; RIDER-OPERATED TERMINAL CONTROLS SPECIALLY ADAPTED FOR CYCLES; CYCLE AXLE SUSPENSIONS; CYCLE SIDE-CARS, FORECARS, OR THE LIKE
;F02B:INTERNAL-COMBUSTION PISTON ENGINES; COMBUSTION ENGINES IN GENERAL (gas-turbine plants F02C; hot-gas or combustion-product positive-displacement engine plants F02G)
;F02D:CONTROLLING COMBUSTION ENGINES (vehicle fittings, acting on a single sub-unit only, for automatically controlling vehicle speed B60K31/00; conjoint control of vehicle sub-units of different type or different function, road vehicle drive control systems for purposes other than the control of a single sub-unit B60W)
;F02P:IGNITION, OTHER THAN COMPRESSION IGNITION, FOR INTERNAL-COMBUSTION ENGINES; TESTING OF IGNITION TIMING IN COMPRESSION-IGNITION ENGINES ({anti-pollution means for internal-combustion engines F02B17/00}; specially adapted for rotary-piston or oscillating-piston engines F02B53/12; {ignition of gas turbine plants F02C7/26; ignition of jet propulsion plants F02K9/95; starting of combustion engines F02N9/00}; ignition of combustion apparatus in general, glowing plugs F23Q; measuring of physical variables in general G01; controlling in general G05; data processing in general G06; electrical components in general see Section H; {ignition coils H01F38/12}; sparking plugs H01T13/00)
;Y02T:CLIMATE CHANGE MITIGATION TECHNOLOGIES RELATED TO TRANSPORTATION
;","B F Y"
"8604290","2013-12-10","1. A plant of soybean variety A1026715, wherein a sample of seed of said variety has been deposited under ATCC Accession No. PTA-120506.","A01H A23L C11B ","A01H:NEW PLANTS OR {NON-TRANSGENIC} PROCESSES FOR OBTAINING THEM; PLANT REPRODUCTION BY TISSUE CULTURE TECHNIQUES
;A23L:FOODS, FOODSTUFFS, OR NON-ALCOHOLIC BEVERAGES, NOT COVERED BY SUBCLASSES A21D OR A23B-A23J; THEIR PREPARATION OR TREATMENT, e.g. COOKING, MODIFICATION OF NUTRITIVE QUALITIES, PHYSICAL TREATMENT (shaping or working, not fully covered by this subclass, A23P); PRESERVATION OF FOODS OR FOODSTUFFS, IN GENERAL
;C11B:PRODUCING, e.g. BY PRESSING RAW MATERIALS OR BY EXTRACTION FROM WASTE MATERIALS, REFINING OR PRESERVING FATS, FATTY SUBSTANCES, e.g. LANOLIN, FATTY OILS OR WAXES; ESSENTIAL OILS; PERFUMES (drying-oils C09F)
;","A C"
"9476326","2016-10-25","1. A system for generating electrical power, which comprises: a frame defining a vertical axis and a horizontal axis, and having a support base generally extending along the longitudinal axis, the support base having an input end and an output end; at least a first shear station including a first shearing blade adapted to reciprocate in a vertical direction between a first displaced position displaced from the support base and a second approximated position proximate the support base to shear the tree waste supported by the support base; and an index blade adapted for at least general horizontal movement along the support base, the index blade dimensioned and adapted to direct the sheared tree waste toward the output end of the support base; a pulverizing station for receiving the sheared tree waste directed through the output end of the support base, the pulverizing station including a pulverizing member actuable to pulverize the sheared tree waste; a furnace for receiving and converting the pulverized tree waste into steam energy; and a steam generator turbine for converting the steam energy into electricity.","F01K F23G Y02E ","F01K:STEAM ENGINE PLANTS; STEAM ACCUMULATORS; ENGINE PLANTS NOT OTHERWISE PROVIDED FOR; ENGINES USING SPECIAL WORKING FLUIDS OR CYCLES (gas-turbine or jet-propulsion plants F02; nuclear power plants, engine arrangements therein G21D)
;F23G:CREMATION FURNACES; CONSUMING WASTE PRODUCTS BY COMBUSTION
;Y02E:REDUCTION OF GREENHOUSE GAS [GHG] EMISSIONS, RELATED TO ENERGY GENERATION, TRANSMISSION OR DISTRIBUTION
;","F Y"
"9198543","2015-12-01","1. A soap dispenser comprising: soap providing unit having a container that has a partition plate creating a first receiving space and a second receiving space, and a lid disposed on a top opening of the first receiving space, the lid having a pressing head, a suction tube extending into the first receiving space, the second receiving space having a stopper at an inner wall thereof, a positioning rib formed under the stopper, and a through hole formed above the stopper; an exhausting tube having an exhausting pipe and at least one inlet pipe at a bottom portion of the exhausting tube, and one side of the exhausting pipe having an exhausting hole; and a fitting unit made by plastic materials and located in the second receiving space of the soap providing unit, a fitting hole formed at a center portion of the fitting unit, and a plurality of vertical protruding ribs are formed at an inner wall of the fitting hole, wherein the fitting unit moves with the second receiving space and is positioned between the stopper and positioning rib, and an upper surface of the fitting unit is in contact with the stopper while a lower surface thereof is in contact with the positioning rib, so when the exhausting pipe is disposed in the second receiving space, the fitting hole of fitting unit is used to cover the exhausting pipe and the protruding ribs are secured on the outer wall of the exhausting pipe and the soap providing unit is securely positioned above the exhausting pipe.","A47K B05B ","A47K:SANITARY EQUIPMENT NOT OTHERWISE PROVIDED FOR (connecting to water supply or waste pipe, sinks E03C; water-closets E03D); TOILET ACCESSORIES (cosmetic equipment A45D)
;B05B:SPRAYING APPARATUS; ATOMISING APPARATUS; NOZZLES (spray-mixers with nozzles B01F25/72; processes for applying liquids or other fluent materials to surfaces by spraying B05D)
;","A B"
"8544250","2013-10-01","1. A draper platform ( 100 ) having a direction of travel through a field (“V”) and a leading edge, comprising: an elongate frame ( a plurality of support arms ( a reciprocating knife ( a left side conveyor ( a right side conveyor ( a center conveyor ( a first connection assembly releasably connecting a first side of the center conveyor (","A01D Y10T ","A01D:HARVESTING; MOWING
;Y10T:TECHNICAL SUBJECTS COVERED BY FORMER US CLASSIFICATION
;","A Y"
"9648886","2017-05-16","1. An apparatus for harvesting of backmeat of a carcass or carcass part of slaughtered poultry that includes a backbone, an inside, and an outside, the apparatus comprising: a scraper including a forward edge, the forward edge being movable towards and away from the outside of the poultry in a scraping direction of the scraper, the scraper being configured for scraping along both sides of the backbone to scrape backmeat loose from the carcass or carcass part; and fixing means movable towards and away from the outside of the poultry and configured to contact the outside of the poultry at a neck portion of the backbone, the fixing means fixing the position of the neck portion during the operation of the scraper, the fixing means comprising a pair of plates arranged adjacent to each other and configured to engage the outside of the poultry at the backbone as the scraper engages the poultry, the plates and scraper also movable relative to each other, the plates each having an edge positioned to face the outside of the poultry at the neck portion.","A22B A22C ","A22B:SLAUGHTERING
;A22C:PROCESSING MEAT, POULTRY, OR FISH (preserving A23B; obtaining protein compositions for foodstuffs A23J1/00; fish, meat or poultry preparations A23L; disintegrating, e.g. chopping meat, B02C18/00; preparation of proteins C07K1/00)
;","A"
"8551144","2013-10-08","1. A bone plate system comprising: a bone plate having a first surface, a second, bone contacting surface opposed to said first surface, at least two apertures extending through said first and second surfaces and circumscribed by said first surface, a length dimension and a width dimension, said system comprising at least two sets of apertures wherein said sets are spaced lengthwise along said bone plate, each set comprising at least one aperture of said at least two apertures, wherein said at least two apertures comprises a first aperture; at least one bone screw, each having a head at a proximal end thereof and a threaded shank along a distal end portion thereof, each threaded shank configured to pass through any one of said at least two apertures, wherein said at least one bone screw comprises a first screw; a dynamic member configured to fit between portions of said first screw and said bone plate and into said first aperture, while circumscribed by said bone plate, and allow movement of said dynamic member and said first screw relative to said bone plate in a first direction, while preventing movement of said dynamic member relative to said bone plate in a direction opposite to said first direction; wherein said first screw is insertable into said dynamic member to install said first screw in said dynamic member by inserting its threaded shank distally through an opening in said dynamic member; and a backout prevention mechanism configured to prevent said first screw from backing out of said first aperture once a proximal end of the head of said first screw has been inserted into said first aperture distally past said first surface; wherein said backout prevention mechanism comprises at least one strut extending across said first aperture in a path required to be taken for backout of said first screw; and wherein said at least one strut further prevents backout of said dynamic member; and wherein said dynamic member has a concave, at least partially spherical surface that mates with a convex surface of the head of said first screw, said convex surface being at least partially spherical, wherein said concave and convex surfaces when mated allow polyaxial movements.","A61B ","A61B:DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N, e.g. G01N33/48; obtaining records using waves other than optical waves, in general G03B42/00)
;","A"
"8932531","2015-01-13","1. A catalytic converter apparatus, comprising: a housing comprising an inlet port, an outlet port spaced apart from the inlet port, a chamber between the inlet and outlet ports, an access opening for access to the chamber, and an interior sealing surface generally encompassing a periphery of one of the inlet and outlet ports in the chamber; a substrate assembly insertable into the chamber and removable from the chamber through the access opening, the substrate assembly comprising a catalyst matrix for treating fluid, and a flange element extending about a periphery of an end face of the catalyst matrix, the flange element for abutting the interior sealing surface; and a positioning mechanism for removably supporting the substrate assembly within the chamber, wherein the flange element and the interior sealing surface engage to seal a fluid flow path between the catalyst matrix and the one of the inlet and outlet ports without a gasket.","B01D B01J F01N Y10T ","B01D:SEPARATION (separating solids from solids by wet methods B03B, B03D; by pneumatic jigs or tables B03B; by other dry methods B07; magnetic or electrostatic separation of solid materials from solid materials or fluids, separation by high-voltage electric fields B03C; centrifuges, vortex apparatus B04; presses per se for squeezing-out liquid from liquid-containing material B30B9/02; treatment of water C02F, e.g. softening by ion-exchange C02F1/42; {arrangements of air intake cleaners in gas turbine plants F02C7/05} ; arrangements or mounting of filters in air-conditioning, air-humidification or ventilation F24F13/28)
;B01J:CHEMICAL OR PHYSICAL PROCESSES, e.g. CATALYSIS OR COLLOID CHEMISTRY; THEIR RELEVANT APPARATUS
;F01N:GAS-FLOW SILENCERS OR EXHAUST APPARATUS FOR MACHINES OR ENGINES IN GENERAL; GAS-FLOW SILENCERS OR EXHAUST APPARATUS FOR INTERNAL COMBUSTION ENGINES ({evacuation of fumes from the area where they are produced B08B15/00; arrangement of exhaust or silencing apparatus on percussive tools B25D17/12} ; arrangements in connection with gas exhaust of propulsion units in vehicles B60K13/00, {on ships or other waterborne vessels B63H21/32, on aircraft B64D33/04; arrangement of exhaust or silencing apparatus on firearms F41A21/30; ground installations for reducing aircraft engine or jet noise B64F1/26; silencers specially adapted for steam engines F01B31/16; air-intake silencers for gas turbine or jet propulsion plants F02C7/045; jet pipe or nozzles for jet propulsion plants F02K} ; combustion-air intake silencers specially adapted for, or arranged on, internal-combustion engines F02M35/00; {combating noise or silencing in positive displacement machines or pumps F04B39/0027, in rotary-piston machines or pumps F04C29/06, in non-positive displacement pumps F04D29/66; means in valves for absorbing noise F16K47/02; noise absorbers in pipe system F16L55/02; conducting smoke or fumes from various locations to the outside F23J11/00; means for preventing or suppressing noise in air-conditioning or ventilation systems F24F13/24} ; protecting against, or damping, noise in general G10K11/16)
;Y10T:TECHNICAL SUBJECTS COVERED BY FORMER US CLASSIFICATION
;","B F Y"
"9539260","2017-01-10","1. A compound of formula (I) or a salt thereof, wherein Y is selected from O or NH; V is selected from CR W is selected from CH U is selected from N or CH; Q is selected from N or CR wherein U and Q are not both N; R —X—R wherein X is selected from C(O), S(O) and R wherein C wherein C wherein ‘heterocyclyl’ is a 3 to 7 membered saturated or partially unsaturated monocyclic ring system containing 1 to 3 heteroatoms selected from N, O or S, each of which is unsubstituted or substituted by 1-5 substituents selected from oxo, halogen, C wherein ‘heteroaryl’ is a 3 to 7 membered fully unsaturated monocyclic ring system containing 1 to 3 heteroatoms selected from N, O or S, or pyrazolo[1,5-a]pyrimidine or imidazo[2,1-b]thiazole, each of which is unsubstituted or substituted by 1-5 substituents selected from halogen, C R R or R wherein R R R","A61K C07D C12N C12Q Y02A ","A61K:PREPARATIONS FOR MEDICAL, DENTAL OR TOILETRY PURPOSES (devices or methods specially adapted for bringing pharmaceutical products into particular physical or administering forms A61J3/00; chemical aspects of, or use of materials for deodorisation of air, for disinfection or sterilisation, or for bandages, dressings, absorbent pads or surgical articles A61L; soap compositions C11D)
;C07D:HETEROCYCLIC COMPOUNDS (macromolecular compounds C08)
;C12N:MICROORGANISMS OR ENZYMES; COMPOSITIONS THEREOF; PROPAGATING, PRESERVING, OR MAINTAINING MICROORGANISMS; MUTATION OR GENETIC ENGINEERING; CULTURE MEDIA (microbiological testing media C12Q1/00)
;C12Q:MEASURING OR TESTING PROCESSES INVOLVING ENZYMES, NUCLEIC ACIDS OR MICROORGANISMS (immunoassay G01N33/53); COMPOSITIONS OR TEST PAPERS THEREFOR; PROCESSES OF PREPARING SUCH COMPOSITIONS; CONDITION-RESPONSIVE CONTROL IN MICROBIOLOGICAL OR ENZYMOLOGICAL PROCESSES
;Y02A:TECHNOLOGIES FOR ADAPTATION TO CLIMATE CHANGE
;","A C Y"
"9073214","2015-07-07","1. A robot system, comprising: a robot; a controller for controlling an operation of the robot; and a sensor for detecting a person entering into a delivery area where the robot and the person deliver an object therebetween, wherein, when the sensor detects the person entering into the delivery area, the controller sets to the delivery area a first restricted area where the operation of the robot is restricted, and controls the robot based on the first restricted area, wherein the sensor is configured to be distinguishable of entering of the person into the delivery area from entering of the object into the delivery area, and wherein, when the sensor detects the object entering into the delivery area, the controller sets to the delivery area a second restricted area where the operation of the robot is restricted, and controls the robot based on the second restricted area.","B25J F16P ","B25J:MANIPULATORS; CHAMBERS PROVIDED WITH MANIPULATION DEVICES ({manipulators specially adapted for use in surgery A61B34/70; manipulators used in cleaning hollow articles B08B9/04} ; manipulators associated with rolling mills B21B39/20; manipulators associated with forging machines B21J13/10; {manipulators associated with picking-up and placing mechanisms B23P19/007} ; means for holding wheels or parts thereof B60B30/00; {vehicles with ground-engaging propulsion means, e.g. walking members B62D57/02, B62D57/032; devices for picking-up and depositing articles or materials between conveyors B65G47/90, B65G47/91; manipulators with gripping or holding means for transferring packages B65H67/065}; cranes B66C; {manipulators used in the protection or supervision of pipe-line installations F17D5/00; walking equipment adapted for nuclear steam-generators F22B37/006}; manipulators specially adapted for, or associated with, nuclear reactors G21C; {apparatus used for handling wafers during manufacture or treatment of semiconductor H01L21/68})
;F16P:SAFETY DEVICES IN GENERAL; {SAFETY DEVICES FOR PRESSES}
;","B F"
"9404159","2016-08-02","1. A method for determining whether a TMPRSS2 RNA is present in an acellular body fluid, comprising: (a) performing real-time reverse transcription polymerase chain reaction (RT PCR) on an acellular body fluid sample to amplify a polynucleotide from a 5′ region of TMPRSS2 RNA, if present, and a polynucleotide from a region of an endogenous control gene RNA present in the acellular body fluid, thereby generating a 5′ TMPRSS2 amplification product, if the TMPRSS2 RNA is present, and an amplification product generated from the endogenous control gene; (b) determining the Ct value of the 5′ TMPRSS2 amplification product, if any, and the control gene amplification product; (c) identifying the TMPRSS2 RNA as present if both the 5′ TMPRSS2 amplification product and the control gene amplification product have a Ct value of less than 40; wherein amplification of the 5′ TMPRSS2 RNA is carried out with at least one primer pair comprising a forward primer and a reverse primer that bind to the 5′ region of TMPRSS2; wherein the 5′ region of TMPRSS2 that is amplified is contained entirely within or overlaps with the 5′ untranslated region of the TMPRSS2 RNA; and wherein the endogenous control gene is ABL.","C12Q ","C12Q:MEASURING OR TESTING PROCESSES INVOLVING ENZYMES, NUCLEIC ACIDS OR MICROORGANISMS (immunoassay G01N33/53); COMPOSITIONS OR TEST PAPERS THEREFOR; PROCESSES OF PREPARING SUCH COMPOSITIONS; CONDITION-RESPONSIVE CONTROL IN MICROBIOLOGICAL OR ENZYMOLOGICAL PROCESSES
;","C"
"8592383","2013-11-26","1. A compound of the Formula (I) or a pharmaceutically acceptable salt or ester thereof, wherein R R with the proviso that when R Y is —C(O)—, —S(O) Z is E is n is 0, 1, or 2; each occurrence of R t is 0, 1, 2, or 3; each occurrence of R u is 0, 1, or 2; and R","A61K C07D ","A61K:PREPARATIONS FOR MEDICAL, DENTAL OR TOILETRY PURPOSES (devices or methods specially adapted for bringing pharmaceutical products into particular physical or administering forms A61J3/00; chemical aspects of, or use of materials for deodorisation of air, for disinfection or sterilisation, or for bandages, dressings, absorbent pads or surgical articles A61L; soap compositions C11D)
;C07D:HETEROCYCLIC COMPOUNDS (macromolecular compounds C08)
;","A C"
"8615874","2013-12-31","1. A method of assembling a sectionalized device for transporting a material suspended in a fluid about a rotary element, the method comprising the steps of: providing a split fan wheel assembly that includes a slotted area in each of a first and second portion of the fan wheel assembly; attaching a plurality of splice plates to the first portion of the fan wheel assembly; positioning said first portion of said fan wheel assembly about the rotary element; applying a sealant to the slotted area in said first portion of said fan wheel assembly; and attaching said second portion of said fan wheel assembly to said first portion, wherein the step of attaching the second portion of the fan wheel assembly includes aligning the first and second portions of the fan wheel assembly using multiple radially arranged alignment holes in each of the splice plates.","B02C F04D F23K Y10T ","B02C:CRUSHING, PULVERISING, OR DISINTEGRATING IN GENERAL; MILLING GRAIN ({household tools and machines for pulverising foodstuffs, e.g. coffee and spice mills A47J42/00; pharmaceutical mortars A61J3/02; mechanical processing of refuse and garbage B03B9/06; dressing mould materials by grinding B22C5/04}; obtaining metallic powder by crushing, grinding or milling B22F9/04; {recovery of plastics by disintegrating B29B17/00; crushing raw materials in starch making C08B30/02; beaters for papermaking D21D1/02; crushing devices specially for transport in mines E21F13/002; slag crushing devices F23J1/00; fuel milling devices in combustion apparatus F23K1/00; household devices for crushing coal F24B15/02; ice disintegrating devices F25C5/02})
;F04D:NON-POSITIVE-DISPLACEMENT PUMPS (engine fuel-injection pumps F02M; ion pumps H01J41/12; electrodynamic pumps H02K44/02)
;F23K:FEEDING FUEL TO COMBUSTION APPARATUS (fuel feeders specially adapted for fluidised bed combustion apparatus F23C10/22)
;Y10T:TECHNICAL SUBJECTS COVERED BY FORMER US CLASSIFICATION
;","B F Y"
"9145441","2015-09-29","1. A compound of Formula I: or a pharmaceutically acceptable salt, isotope, stereoisomer, mixture of stereoisomers, tautomer, ester or prodrug thereof, wherein: A is a bond, —O—, —S(O) wherein B is arylene, heteroarylene, cycloalkylene or heterocycloalkylene; A X R R R R R R wherein one or more carbon ring atoms of Formula (a) is optionally replaced by a nitrogen, oxygen or sulfur atom, and wherein a ring atom of Formula (a) is optionally substituted with one or more substituent selected from the group consisting of halo, hydroxyl, —NH R R each R each R each R each n is independently 0, 1 or 2; and m is 1, 2, 3, 4 or 5.","A61K C07D C07K Y02A ","A61K:PREPARATIONS FOR MEDICAL, DENTAL OR TOILETRY PURPOSES (devices or methods specially adapted for bringing pharmaceutical products into particular physical or administering forms A61J3/00; chemical aspects of, or use of materials for deodorisation of air, for disinfection or sterilisation, or for bandages, dressings, absorbent pads or surgical articles A61L; soap compositions C11D)
;C07D:HETEROCYCLIC COMPOUNDS (macromolecular compounds C08)
;C07K:PEPTIDES (peptides in foodstuffs A23; obtaining protein compositions for foodstuffs, working-up proteins for foodstuffs A23J; preparations for medicinal purposes A61K; peptides containing beta-lactam rings C07D; cyclic dipeptides not having in their molecule any other peptide link than those which form their ring, e.g. piperazine-2,5-diones, C07D; ergot alkaloids of the cyclic peptide type C07D519/02; macromolecular compounds having statistically distributed amino acid units in their molecules, i.e. when the preparation does not provide for a specific; but for a random sequence of the amino acid units, homopolyamides and block copolyamides derived from amino acids C08G69/00; macromolecular products derived from proteins C08H1/00; preparation of glue or gelatine C09H; single cell proteins, enzymes C12N; genetic engineering processes for obtaining peptides C12N15/00; compositions for measuring or testing processes involving enzymes C12Q; investigation or analysis of biological material G01N33/00)
;Y02A:TECHNOLOGIES FOR ADAPTATION TO CLIMATE CHANGE
;","A C Y"
"9043061","2015-05-26","1. A method, comprising: interpreting a powertrain load variation amplitude of a powertrain of a first vehicle from duty cycle data of motive power of the powertrain and an internal combustion engine output profile of an internal combustion engine of the powertrain with a controller, wherein interpreting the powertrain load variation amplitude comprises performing a frequency component analysis of a load description of the powertrain to determine a largest load amplitude of the load description; determining an engine output differential in response to the largest load amplitude from the powertrain load variation amplitude and the internal combustion engine output profile with the controller; and determining, with the controller, one of an energy accumulator stored energy rating sizing parameter from the engine output differential integrated over a period of time referenced to the powertrain load variation amplitude and an alternate motive power provider power rating sizing parameter from a size of the engine output differential, wherein the one of the energy accumulator stored energy rating sizing parameter and the alternate motive power provider power rating sizing parameter determines a size of a non-combustion motive power source to be installed in a second vehicle to meet motive power demands of the second vehicle that deviate from the internal combustion engine output profile, wherein the second vehicle includes an internal combustion engine having the internal combustion engine output profile.","B60K B60W B60Y F02D Y02T ","B60K:ARRANGEMENT OR MOUNTING OF PROPULSION UNITS OR OF TRANSMISSIONS IN VEHICLES; ARRANGEMENT OR MOUNTING OF PLURAL DIVERSE PRIME-MOVERS IN VEHICLES; AUXILIARY DRIVES FOR VEHICLES; INSTRUMENTATION OR DASHBOARDS FOR VEHICLES; ARRANGEMENTS IN CONNECTION WITH COOLING, AIR INTAKE, GAS EXHAUST OR FUEL SUPPLY OF PROPULSION UNITS IN VEHICLES
;B60W:CONJOINT CONTROL OF VEHICLE SUB-UNITS OF DIFFERENT TYPE OR DIFFERENT FUNCTION; CONTROL SYSTEMS SPECIALLY ADAPTED FOR HYBRID VEHICLES; ROAD VEHICLE DRIVE CONTROL SYSTEMS FOR PURPOSES NOT RELATED TO THE CONTROL OF A PARTICULAR SUB-UNIT
;B60Y:INDEXING SCHEME RELATING TO ASPECTS CROSS-CUTTING VEHICLE TECHNOLOGY
;F02D:CONTROLLING COMBUSTION ENGINES (vehicle fittings, acting on a single sub-unit only, for automatically controlling vehicle speed B60K31/00; conjoint control of vehicle sub-units of different type or different function, road vehicle drive control systems for purposes other than the control of a single sub-unit B60W)
;Y02T:CLIMATE CHANGE MITIGATION TECHNOLOGIES RELATED TO TRANSPORTATION
;","B F Y"
